Core	coretype	sampler	depth	mass	%2mm	water	wetden	dryden	om	carb
00-Grn(Com)	vibracore	syringe	445.5	1.3	0	30.34	1.87	1.3	2.17	NA
00-Grn(Com)	vibracore	syringe	446.5	1.14	0	33.59	1.72	1.14	2.58	NA
00-Grn(Com)	vibracore	syringe	447.5	1.14	0	34.15	1.74	1.14	2.69	NA
00-Grn(Com)	vibracore	syringe	448.5	1.09	0	36.64	1.73	1.09	3.05	NA
00-Grn(Com)	vibracore	syringe	449.5	1.32	0	32.35	1.95	1.32	2.62	NA
00-Grn(Com)	vibracore	syringe	450.5	1.1	0	35.92	1.72	1.1	2.86	NA
00-Grn(Com)	vibracore	syringe	451.5	1.08	0	35.45	1.67	1.08	2.71	NA
00-Grn(Com)	vibracore	syringe	452.5	1.1	0	35.17	1.7	1.1	2.81	NA
00-Grn(Com)	vibracore	syringe	453.5	1.21	0	31.94	1.78	1.21	2.43	NA
00-Grn(Com)	vibracore	syringe	454.5	1.2	0	31.19	1.74	1.2	2.46	NA
00-Grn(Com)	vibracore	syringe	455.5	1.23	0	30.04	1.76	1.23	1.59	NA
00-Grn(Com)	vibracore	syringe	456.5	1.16	0	32.01	1.71	1.16	1.83	NA
00-Grn(Com)	vibracore	syringe	457.5	1.14	0	33.83	1.73	1.14	2	NA
00-Grn(Com)	vibracore	syringe	458.5	1.2	0	31.86	1.75	1.2	1.74	NA
00-Grn(Com)	vibracore	syringe	459.5	1.21	0	31.87	1.77	1.21	1.65	NA
00-Grn(Com)	vibracore	syringe	460.5	1.14	0	34	1.73	1.14	1.8	NA
00-Grn(Com)	vibracore	syringe	461.5	1.28	0	29.86	1.82	1.28	1.95	NA
00-Grn(Com)	vibracore	syringe	462.5	1.09	0	34.63	1.67	1.09	2.4	NA
00-Grn(Com)	vibracore	syringe	463.5	1.14	0	33.71	1.72	1.14	2.47	NA
00-Grn(Com)	vibracore	syringe	464.5	1.16	0	35.38	1.8	1.16	2.44	NA
00-Grn(Com)	vibracore	syringe	465.5	0.93	0	41.16	1.58	0.93	3.07	NA
00-Grn(Com)	vibracore	syringe	466.5	0.96	0	40.48	1.61	0.96	2.98	NA
00-Grn(Com)	vibracore	syringe	467.5	1.09	0	34.8	1.68	1.09	2.72	NA
00-Grn(Com)	vibracore	syringe	468.5	1.22	0	30.17	1.75	1.22	2.48	NA
00-Grn(Com)	vibracore	syringe	469.5	1.23	0	31.4	1.79	1.23	2.38	NA
00-Grn(Com)	vibracore	syringe	470.5	1.2	0	32.11	1.77	1.2	2.44	NA
00-Grn(Com)	vibracore	syringe	471.5	1.18	0	32.8	1.75	1.18	2.47	NA
00-Grn(Com)	vibracore	syringe	472.5	1.18	0	32.86	1.75	1.18	2.24	NA
00-Grn(Com)	vibracore	syringe	473.5	1.21	0	31.73	1.78	1.21	2.58	NA
00-Grn(Com)	vibracore	syringe	474.5	1.23	0	31.58	1.8	1.23	2.72	NA
00-Grn(Com)	vibracore	syringe	475.5	1.25	0	32.81	1.86	1.25	2.61	NA
00-Grn(Com)	vibracore	syringe	476.5	1.24	0	31.36	1.81	1.24	2.56	NA
00-Grn(Com)	vibracore	syringe	477.5	1.2	0	31.84	1.76	1.2	2.6	NA
00-Grn(Com)	vibracore	syringe	478.5	1.18	0	33.39	1.77	1.18	2.7	NA
00-Grn(Com)	vibracore	syringe	479.5	1.15	0	34.01	1.75	1.15	2.74	NA
00-Grn(Com)	vibracore	syringe	480.5	1.17	0	33.25	1.75	1.17	2.76	NA
00-Grn(Com)	vibracore	syringe	481.5	1.14	0	32.86	1.69	1.14	2.88	NA
00-Grn(Com)	vibracore	syringe	482.5	1.15	0	34.62	1.76	1.15	2.83	NA
00-Grn(Com)	vibracore	syringe	483.5	1.17	0	31.43	1.71	1.17	2.63	NA
00-Grn(Com)	vibracore	syringe	484.5	1.17	0	34.16	1.77	1.17	2.62	NA
00-Grn(Com)	vibracore	syringe	485.5	1.13	0	32.95	1.68	1.13	2.45	NA
00-Grn(Com)	vibracore	syringe	486.5	1.12	0	34.29	1.7	1.12	2.57	NA
00-Grn(Com)	vibracore	syringe	487.5	1.17	0	32.9	1.74	1.17	2.59	NA
00-Grn(Com)	vibracore	syringe	488.5	1.11	0	33.73	1.68	1.11	2.67	NA
00-Grn(Com)	vibracore	syringe	489.5	1.09	0	34.53	1.66	1.09	2.75	NA
00-Grn(Com)	vibracore	syringe	490.5	1.09	0	33.92	1.65	1.09	2.72	NA
00-Grn(Com)	vibracore	syringe	491.5	1.15	0	32.73	1.71	1.15	2.02	NA
00-Grn(Com)	vibracore	syringe	492.5	1.08	0	35.48	1.67	1.08	2.31	NA
00-Grn(Com)	vibracore	syringe	493.5	1.13	0	33.92	1.71	1.13	2.21	NA
00-Grn(Com)	vibracore	syringe	494.5	1.08	0	34.89	1.66	1.08	2.43	NA
00-Grn(Com)	vibracore	syringe	495.5	1.07	0	36.5	1.69	1.07	2.35	NA
00-Grn(Com)	vibracore	syringe	496.5	1.14	0	33.78	1.73	1.14	2.07	NA
00-Grn(Com)	vibracore	syringe	497.5	1.12	0	34.21	1.7	1.12	2.79	NA
00-Grn(Com)	vibracore	syringe	498.5	1.22	0	29.24	1.72	1.22	2.38	NA
00-Grn(Com)	vibracore	syringe	499.5	1.3	0	27.04	1.78	1.3	2.17	NA
00-Grn(Com)	vibracore	syringe	500.5	1.3	0	27.39	1.79	1.3	2.21	NA
00-Grn(Com)	vibracore	syringe	501.5	1.19	0	32.33	1.76	1.19	2.59	NA
00-Grn(Com)	vibracore	syringe	502.5	1.22	0	31.01	1.77	1.22	2.63	NA
00-Grn(Com)	vibracore	syringe	503.5	1.3	0	29.9	1.85	1.3	2.34	NA
00-Grn(Com)	vibracore	syringe	504.5	1.23	0	29.51	1.75	1.23	2.5	NA
00-Grn(Com)	vibracore	syringe	505.5	1.27	0	29.75	1.8	1.27	2.51	NA
00-Grn(Com)	vibracore	syringe	506.5	1.2	0	32.43	1.78	1.2	2.76	NA
00-Grn(Com)	vibracore	syringe	507.5	1.17	0	33.03	1.75	1.17	2.9	NA
00-Grn(Com)	vibracore	syringe	508.5	1.16	0	33.31	1.74	1.16	3.04	NA
00-Grn(Com)	vibracore	syringe	509.5	1.29	0	29.96	1.84	1.29	2.53	NA
00-Grn(Com)	vibracore	syringe	510.5	1.33	0	27.89	1.85	1.33	2.54	NA
00-Grn(Com)	vibracore	syringe	511.5	1.3	0	29.45	1.84	1.3	2.78	NA
00-Grn(Com)	vibracore	syringe	512.5	1.25	0	30.12	1.79	1.25	2.85	NA
00-Grn(Com)	vibracore	syringe	513.5	1.27	0	30.79	1.83	1.27	2.94	NA
00-Grn(Com)	vibracore	syringe	514.5	1.23	0	31.92	1.81	1.23	2.92	NA
00-Grn(Com)	vibracore	syringe	515.5	1.23	0	31.38	1.79	1.23	2.93	NA
00-Grn(Com)	vibracore	syringe	516.5	1.13	0	33.39	1.69	1.13	3.29	NA
00-Grn(Com)	vibracore	syringe	517.5	1.22	0	30.2	1.75	1.22	2.9	NA
00-Grn(Com)	vibracore	syringe	518.5	1.17	0	33.04	1.75	1.17	3.1	NA
00-Grn(Com)	vibracore	syringe	519.5	1.22	0	32.1	1.8	1.22	3.05	NA
00-Grn(Com)	vibracore	syringe	520.5	1.19	0	30.79	1.72	1.19	2.77	NA
00-Grn(Com)	vibracore	syringe	521.5	1.27	0	29.65	1.81	1.27	2.68	NA
00-Grn(Com)	vibracore	syringe	522.5	1.24	0	30	1.76	1.24	2.83	NA
00-Grn(Com)	vibracore	syringe	523.5	1.23	0	31.5	1.8	1.23	2.82	NA
00-Grn(Com)	vibracore	syringe	524.5	1.26	0	30.35	1.81	1.26	2.73	NA
00-Grn(Com)	vibracore	syringe	525.5	1.23	0	31.16	1.79	1.23	2.99	NA
00-Grn(Com)	vibracore	syringe	526.5	1.2	0	31.99	1.76	1.2	2.97	NA
00-Grn(Com)	vibracore	syringe	527.5	1.22	0	31.03	1.78	1.22	2.97	NA
00-Grn(Com)	vibracore	syringe	528.5	1.24	0	30.79	1.79	1.24	2.02	NA
00-Grn(Com)	vibracore	syringe	529.5	1.24	0	29.68	1.77	1.24	2.01	NA
00-Grn(Com)	vibracore	syringe	530.5	1.22	0	29.87	1.74	1.22	1.97	NA
00-Grn(Com)	vibracore	syringe	531.5	1.32	0	29.4	1.87	1.32	1.95	NA
00-Grn(Com)	vibracore	syringe	532.5	1.25	0	31.09	1.82	1.25	2.14	NA
00-Grn(Com)	vibracore	syringe	533.5	1.24	0	29.97	1.78	1.24	1.99	NA
00-Grn(Com)	vibracore	syringe	534.5	1.19	0	31.58	1.74	1.19	2.46	NA
00-Grn(Com)	vibracore	syringe	535.5	1.29	0	28.71	1.8	1.29	2.32	NA
00-Grn(Com)	vibracore	syringe	536.5	1.29	0	27.69	1.79	1.29	2.24	NA
00-Grn(Com)	vibracore	syringe	537.5	1.29	0	28.51	1.8	1.29	2.32	NA
00-Grn(Com)	vibracore	syringe	538.5	1.24	0	30.82	1.8	1.24	2.42	NA
00-Grn(Com)	vibracore	syringe	539.5	1.28	0	29	1.81	1.28	2.27	NA
00-Grn(Com)	vibracore	syringe	540.5	1.22	0	30.8	1.77	1.22	2.73	NA
00-Grn(Com)	vibracore	syringe	541.5	1.2	0	30.71	1.73	1.2	2.91	NA
00-Grn(Com)	vibracore	syringe	542.5	1.42	0	23.88	1.86	1.42	1.88	NA
00-Grn(Com)	vibracore	syringe	543.5	1.34	0	27.62	1.85	1.34	2.36	NA
00-Grn(Com)	vibracore	syringe	544.5	1.23	0	30.48	1.77	1.23	2.72	NA
00-Grn(Com)	vibracore	syringe	545.5	1.31	0	27.38	1.8	1.31	2.49	NA
00-Grn(Com)	vibracore	syringe	546.5	1.28	0	28.84	1.79	1.28	2.67	NA
00-Grn(Com)	vibracore	syringe	547.5	1.29	0	29.28	1.83	1.29	2.9	NA
00-Grn(Com)	vibracore	syringe	548.5	1.2	0	30.58	1.73	1.2	3.02	NA
00-Grn(Com)	vibracore	syringe	549.5	1.26	0	28.85	1.76	1.26	2.88	NA
00-Grn(Com)	vibracore	syringe	550.5	1.38	0	26.96	1.9	1.38	2.41	NA
00-Grn(Com)	vibracore	syringe	551.5	1.34	0	27.52	1.85	1.34	2.55	NA
00-Grn(Com)	vibracore	syringe	552.5	1.33	0	27.13	1.83	1.33	2.61	NA
00-Grn(Com)	vibracore	syringe	553.5	1.34	0	27.04	1.84	1.34	2.6	NA
00-Grn(Com)	vibracore	syringe	554.5	1.34	0	28.21	1.86	1.34	2.64	NA
00-Grn(Com)	vibracore	syringe	555.5	1.36	0	26.86	1.86	1.36	2.6	NA
00-Grn(Com)	vibracore	syringe	556.5	1.32	0	28.41	1.84	1.32	2.56	NA
00-Grn(Com)	vibracore	syringe	557.5	1.31	0	28.71	1.84	1.31	2.73	NA
00-Grn(Com)	vibracore	syringe	558.5	1.25	0	28.5	1.75	1.25	2.62	NA
00-Grn(Com)	vibracore	syringe	559.5	1.3	0	27.71	1.79	1.3	2.58	NA
00-Grn(Com)	vibracore	syringe	560.5	1.28	0	28.53	1.79	1.28	2.47	NA
00-Grn(Com)	vibracore	syringe	561.5	1.42	0	27.06	1.94	1.42	2.45	NA
00-Grn(Com)	vibracore	syringe	562.5	1.38	0	27.41	1.9	1.38	2.43	NA
00-Grn(Com)	vibracore	syringe	563.5	1.3	0	30.11	1.85	1.3	2.48	NA
00-Grn(Com)	vibracore	syringe	564.5	1.25	0	29.92	1.78	1.25	2.27	NA
00-Grn(Com)	vibracore	syringe	565.5	1.16	0	31.95	1.7	1.16	2.55	NA
00-Grn(Com)	vibracore	syringe	566.5	1.31	0	27.59	1.8	1.31	2.04	NA
00-Grn(Com)	vibracore	syringe	567.5	1.19	0	31.54	1.74	1.19	2.45	NA
00-Grn(Com)	vibracore	syringe	568.5	1.21	0	30.86	1.76	1.21	2.47	NA
00-Grn(Com)	vibracore	syringe	569.5	1.26	0	31.38	1.83	1.26	2.36	NA
00-Grn(Com)	vibracore	syringe	570.5	1.24	0	32.68	1.84	1.24	2.92	NA
00-Grn(Com)	vibracore	syringe	571.5	1.11	0	34.45	1.7	1.11	2.86	NA
00-Grn(Com)	vibracore	syringe	572.5	1.19	0	32.8	1.77	1.19	2.81	NA
00-Grn(Com)	vibracore	syringe	573.5	1.21	0	32.58	1.8	1.21	2.83	NA
00-Grn(Com)	vibracore	syringe	574.5	1.18	0	33.03	1.76	1.18	3.03	NA
00-Grn(Com)	vibracore	syringe	575.5	1.15	0	33.61	1.73	1.15	3.02	NA
00-Grn(Com)	vibracore	syringe	576.5	1.17	0	34.04	1.78	1.17	3.12	NA
00-Grn(Com)	vibracore	syringe	577.5	1.22	0	32.13	1.79	1.22	3.05	NA
00-Grn(Com)	vibracore	syringe	578.5	1.23	0	31.66	1.8	1.23	2.91	NA
00-Grn(Com)	vibracore	syringe	579.5	1.23	0	30.55	1.78	1.23	2.89	NA
00-Grn(Com)	vibracore	syringe	580.5	1.32	0	30.83	1.9	1.32	2.86	NA
00-Grn(Com)	vibracore	syringe	581.5	1.23	0	30.7	1.77	1.23	2.83	NA
00-Grn(Com)	vibracore	syringe	582.5	1.12	0	34.93	1.72	1.12	3.21	NA
00-Grn(Com)	vibracore	syringe	583.5	1.21	0	31.18	1.76	1.21	3.08	NA
00-Grn(Com)	vibracore	syringe	584.5	1.27	0	31.12	1.85	1.27	2.78	NA
00-Grn(Com)	vibracore	syringe	585.5	1.27	0	32.04	1.87	1.27	2.9	NA
00-Grn(Com)	vibracore	syringe	586.5	1.21	0	33.27	1.81	1.21	2.94	NA
00-Grn(Com)	vibracore	syringe	587.5	1.23	0	32.26	1.81	1.23	3.06	NA
00-Grn(Com)	vibracore	syringe	588.5	1.32	0	30.24	1.89	1.32	2.73	NA
00-Grn(Com)	vibracore	syringe	589.5	1.4	0	27.01	1.92	1.4	2.34	NA
00-Grn(Com)	vibracore	syringe	590.5	1.14	0	33.9	1.73	1.14	3.02	NA
00-Grn(Com)	vibracore	syringe	591.5	1.28	0	30.6	1.85	1.28	2.58	NA
00-Grn(Com)	vibracore	syringe	592.5	1.3	0	28.67	1.83	1.3	2.51	NA
00-Grn(Com)	vibracore	syringe	593.5	1.33	0	29.35	1.89	1.33	2.69	NA
00-Grn(Com)	vibracore	syringe	594.5	1.22	0	32.18	1.8	1.22	2.99	NA
00-Grn(Com)	vibracore	syringe	595.5	1.22	0	31.07	1.77	1.22	2.78	NA
00-Grn(Com)	vibracore	syringe	596.5	1.18	0	32.6	1.76	1.18	2.98	NA
00-Grn(Com)	vibracore	syringe	597.5	1.25	0	30.9	1.81	1.25	2.72	NA
00-Grn(Com)	vibracore	syringe	598.5	1.25	0	31.2	1.81	1.25	2.86	NA
00-Grn(Com)	vibracore	syringe	599.5	1.38	0	30.35	1.99	1.38	1.93	NA
00-Grn(Com)	vibracore	syringe	600.5	1.23	0	31.37	1.8	1.23	2.04	NA
00-Grn(Com)	vibracore	syringe	601.5	1.18	0	35.85	1.84	1.18	2.14	NA
00-Grn(Com)	vibracore	syringe	602.5	1.17	0	34.53	1.79	1.17	2.24	NA
00-Grn(Com)	vibracore	syringe	603.5	1.11	0	35.21	1.72	1.11	2.22	NA
00-Grn(Com)	vibracore	syringe	604.5	1.16	0	34.05	1.76	1.16	2.14	NA
00-Grn(Com)	vibracore	syringe	605.5	1	0	37.53	1.6	1	3.13	NA
00-Grn(Com)	vibracore	syringe	606.5	1.11	0	36.56	1.75	1.11	3.16	NA
00-Grn(Com)	vibracore	syringe	607.5	1.06	0	37.6	1.69	1.06	3.28	NA
00-Grn(Com)	vibracore	syringe	608.5	1.1	0	35.06	1.7	1.1	3	NA
00-Grn(Com)	vibracore	syringe	609.5	1.19	0	33.6	1.79	1.19	2.59	NA
00-Grn(Com)	vibracore	syringe	610.5	1.09	0	36.26	1.71	1.09	3.02	NA
00-Grn(Com)	vibracore	syringe	611.5	1.17	0	34.42	1.78	1.17	3.04	NA
00-Grn(Com)	vibracore	syringe	612.5	1.17	0	34.81	1.8	1.17	3.26	NA
00-Grn(Com)	vibracore	syringe	613.5	1.08	0	35.58	1.67	1.08	3.37	NA
00-Grn(Com)	vibracore	syringe	614.5	1.09	0	36.51	1.71	1.09	3.52	NA
00-Grn(Com)	vibracore	syringe	615.5	1.13	0	35.22	1.74	1.13	3.42	NA
00-Grn(Com)	vibracore	syringe	616.5	1.15	0	33.54	1.73	1.15	3.03	NA
00-Grn(Com)	vibracore	syringe	617.5	1.17	0	34.05	1.78	1.17	3.35	NA
00-Grn(Com)	vibracore	syringe	618.5	1.09	0	36.26	1.71	1.09	3.54	NA
00-Grn(Com)	vibracore	syringe	619.5	1.1	0	35.17	1.7	1.1	3.43	NA
00-Grn(Com)	vibracore	syringe	620.5	1.12	0	35.42	1.73	1.12	3.41	NA
00-Grn(Com)	vibracore	syringe	621.5	1.15	0	34.94	1.77	1.15	3.48	NA
00-Grn(Com)	vibracore	syringe	622.5	1.12	0	36.01	1.75	1.12	3.24	NA
00-Grn(Com)	vibracore	syringe	623.5	1.15	0	35.66	1.78	1.15	3.55	NA
00-Grn(Com)	vibracore	syringe	624.5	1.14	0	34.86	1.75	1.14	3.44	NA
00-Grn(Com)	vibracore	syringe	625.5	1.12	0	34.79	1.72	1.12	3.42	NA
00-Grn(Com)	vibracore	syringe	626.5	1.16	0	35.03	1.79	1.16	3.52	NA
00-Grn(Com)	vibracore	syringe	627.5	1.12	0	36.61	1.77	1.12	3.65	NA
00-Grn(Com)	vibracore	syringe	628.5	1.07	0	38.59	1.74	1.07	3.8	NA
00-Grn(Com)	vibracore	syringe	629.5	1.15	0	34.16	1.74	1.15	3.34	NA
00-Grn(Com)	vibracore	syringe	630.5	1.13	0	35.63	1.75	1.13	3.33	NA
00-Grn(Com)	vibracore	syringe	631.5	1.14	0	34.45	1.73	1.14	3.47	NA
00-Grn(Com)	vibracore	syringe	632.5	1.08	0	36.32	1.7	1.08	3.54	NA
00-Grn(Com)	vibracore	syringe	633.5	1.19	0	34.11	1.8	1.19	3.27	NA
00-Grn(Com)	vibracore	syringe	634.5	1.08	0	36.9	1.71	1.08	3.42	NA
00-Grn(Com)	vibracore	syringe	635.5	0.97	0	38.85	1.58	0.97	3.25	NA
00-Grn(Com)	vibracore	syringe	636.5	1.08	0	36.44	1.7	1.08	3.19	NA
00-Grn(Com)	vibracore	syringe	637.5	1.17	0	34.9	1.8	1.17	3.2	NA
00-Grn(Com)	vibracore	syringe	638.5	1.14	0	36.3	1.8	1.14	3.14	NA
00-Grn(Com)	vibracore	syringe	639.5	1.09	0	37.37	1.74	1.09	3.08	NA
00-Grn(Com)	vibracore	syringe	640.5	0.96	0	39.27	1.59	0.96	3.26	NA
00-Grn(Com)	vibracore	syringe	641.5	0.91	0	40.86	1.54	0.91	4.2	NA
00-Grn(Com)	vibracore	syringe	642.5	0.97	0	39.22	1.6	0.97	3.82	NA
00-Grn(Com)	vibracore	syringe	643.5	1.03	0	38.66	1.68	1.03	3.58	NA
00-Grn(Com)	vibracore	syringe	644.5	1.01	0	38.29	1.64	1.01	3.47	NA
00-Grn(Com)	vibracore	syringe	645.5	1.01	0	38.5	1.65	1.01	3.35	NA
00-Grn(Com)	vibracore	syringe	646.5	1.11	0	36.59	1.75	1.11	3.49	NA
00-Grn(Com)	vibracore	syringe	647.5	1.09	0	35.26	1.68	1.09	3.11	NA
00-Grn(Com)	vibracore	syringe	648.5	1.1	0	36.81	1.74	1.1	3.25	NA
00-Grn(Com)	vibracore	syringe	649.5	1.05	0	38.27	1.69	1.05	3.41	NA
00-Grn(Com)	vibracore	syringe	650.5	1.02	0	37.91	1.65	1.02	3.35	NA
00-Grn(Com)	vibracore	syringe	651.5	1.05	0	36.91	1.67	1.05	3.17	NA
00-Grn(Com)	vibracore	syringe	652.5	1.11	0	34.15	1.68	1.11	3.02	NA
00-Grn(Com)	vibracore	syringe	653.5	1.05	0	36.82	1.67	1.05	3.29	NA
00-Grn(Com)	vibracore	syringe	654.5	1.07	0	36.85	1.69	1.07	3.14	NA
00-Grn(Com)	vibracore	syringe	655.5	1.08	0	36.61	1.71	1.08	2.96	NA
00-Grn(Com)	vibracore	syringe	656.5	1.15	0	34.39	1.75	1.15	2.73	NA
00-Grn(Com)	vibracore	syringe	657.5	1.03	0	38.06	1.66	1.03	3.2	NA
00-Grn(Com)	vibracore	syringe	658.5	1.03	0	37.47	1.64	1.03	3.31	NA
00-Grn(Com)	vibracore	syringe	659.5	1.11	0	39.16	1.82	1.11	2.59	NA
00-Grn(Com)	vibracore	syringe	660.5	1.01	0	38.53	1.65	1.01	2.46	NA
00-Grn(Com)	vibracore	syringe	661.5	0.99	0	38.74	1.61	0.99	2.56	NA
00-Grn(Com)	vibracore	syringe	662.5	1.09	0	34.74	1.68	1.09	1.98	NA
00-Grn(Com)	vibracore	syringe	663.5	1.03	0	37.59	1.65	1.03	2.2	NA
00-Grn(Com)	vibracore	syringe	664.5	1.08	0	37.76	1.74	1.08	2.31	NA
00-Grn(Com)	vibracore	syringe	665.5	1.04	0	37.9	1.68	1.04	2.72	NA
00-Grn(Com)	vibracore	syringe	666.5	1.04	0	37.08	1.65	1.04	2.85	NA
00-Grn(Com)	vibracore	syringe	667.5	1.02	0	39.87	1.7	1.02	3.15	NA
00-Grn(Com)	vibracore	syringe	668.5	1	0	38.82	1.64	1	2.94	NA
00-Grn(Com)	vibracore	syringe	669.5	0.97	0	39.88	1.61	0.97	3.14	NA
00-Grn(Com)	vibracore	syringe	670.5	0.87	0	44.44	1.57	0.87	3.89	NA
00-Grn(Com)	vibracore	syringe	671.5	0.92	0	42.16	1.59	0.92	3.66	NA
00-Grn(Com)	vibracore	syringe	672.5	0.94	0	40.99	1.59	0.94	3.71	NA
00-Grn(Com)	vibracore	syringe	673.5	0.97	0	40.13	1.62	0.97	3.68	NA
00-Grn(Com)	vibracore	syringe	674.5	0.94	0	41.01	1.59	0.94	3.72	NA
00-Grn(Com)	vibracore	syringe	675.5	1.02	0	39.18	1.68	1.02	3.42	NA
00-Grn(Com)	vibracore	syringe	676.5	1.02	0	37.75	1.64	1.02	3.03	NA
00-Grn(Com)	vibracore	syringe	677.5	1.07	0	37.91	1.73	1.07	3.3	NA
00-Grn(Com)	vibracore	syringe	678.5	1.05	0	38.14	1.7	1.05	3.33	NA
00-Grn(Com)	vibracore	syringe	679.5	1.03	0	37.97	1.65	1.03	3.46	NA
00-Grn(Com)	vibracore	syringe	680.5	0.99	0	39.2	1.64	0.99	3.64	NA
00-Grn(Com)	vibracore	syringe	681.5	1.04	0	38.04	1.67	1.04	3.57	NA
00-Grn(Com)	vibracore	syringe	682.5	1.1	0	35.8	1.71	1.1	3.08	NA
00-Grn(Com)	vibracore	syringe	683.5	1.11	0	35.1	1.71	1.11	3.25	NA
00-Grn(Com)	vibracore	syringe	684.5	1.06	0	37.29	1.7	1.06	3.57	NA
00-Grn(Com)	vibracore	syringe	685.5	1.08	0	36.6	1.7	1.08	3.51	NA
00-Grn(Com)	vibracore	syringe	686.5	1.09	0	35.95	1.7	1.09	3.49	NA
00-Grn(Com)	vibracore	syringe	687.5	1.02	0	37.25	1.63	1.02	3.75	NA
00-Grn(Com)	vibracore	syringe	688.5	1.06	0	36.54	1.66	1.06	3.63	NA
00-Grn(Com)	vibracore	syringe	689.5	1.06	0	35.42	1.64	1.06	3.56	NA
00-Grn(Com)	vibracore	syringe	690.5	1.03	0	37.46	1.64	1.03	3.9	NA
00-Grn(Com)	vibracore	syringe	691.5	1.04	0	37.28	1.66	1.04	3.93	NA
00-Grn(Com)	vibracore	syringe	692.5	0.94	0	40.79	1.59	0.94	4.18	NA
00-Grn(Com)	vibracore	syringe	693.5	1	0	38.58	1.63	1	4.01	NA
00-Grn(Com)	vibracore	syringe	694.5	1	0	38.56	1.64	1	3.97	NA
00-Grn(Com)	vibracore	syringe	695.5	1.07	0	36.69	1.69	1.07	3.48	NA
00-Grn(Com)	vibracore	syringe	696.5	1.1	0	36.41	1.73	1.1	3.49	NA
00-Grn(Com)	vibracore	syringe	697.5	1.06	0	37.34	1.69	1.06	3.82	NA
00-Grn(Com)	vibracore	syringe	698.5	1.02	0	37.59	1.63	1.02	3.84	NA
00-Grn(Com)	vibracore	syringe	699.5	1.08	0	35.88	1.69	1.08	3.44	NA
00-Grn(Com)	vibracore	syringe	700.5	1.02	0	38.54	1.65	1.02	3.75	NA
00-Grn(Com)	vibracore	syringe	701.5	1.08	0	36.69	1.7	1.08	3.31	NA
00-Grn(Com)	vibracore	syringe	702.5	1.03	0	38.17	1.67	1.03	3.55	NA
00-Grn(Com)	vibracore	syringe	703.5	1.07	0	36.57	1.69	1.07	3.56	NA
00-Grn(Com)	vibracore	syringe	704.5	1.07	0	36.88	1.69	1.07	3.39	NA
00-Grn(Com)	vibracore	syringe	705.5	1.1	0	36.48	1.73	1.1	3.48	NA
00-Grn(Com)	vibracore	syringe	706.5	1.02	0	38.41	1.65	1.02	3.59	NA
00-Grn(Com)	vibracore	syringe	707.5	1.01	0	38.25	1.63	1.01	2.95	NA
00-Grn(Com)	vibracore	syringe	708.5	1	0	39.45	1.65	1	3.22	NA
00-Grn(Com)	vibracore	syringe	709.5	1.02	0	36.91	1.62	1.02	2.96	NA
00-Grn(Com)	vibracore	syringe	710.5	1.14	0	35.01	1.75	1.14	2.78	NA
00-Grn(Com)	vibracore	syringe	711.5	0.97	0	39.51	1.6	0.97	3.38	NA
00-Grn(Com)	vibracore	syringe	712.5	1.01	0	39.04	1.66	1.01	3.09	NA
00-Grn(Com)	vibracore	syringe	713.5	1.05	0	36.88	1.66	1.05	3.1	NA
00-Grn(Com)	vibracore	syringe	714.5	1.05	0	33.22	1.57	1.05	3.33	NA
00-Grn(Com)	vibracore	syringe	715.5	1	0	35.97	1.56	1	3.6	NA
00-Grn(Com)	vibracore	syringe	716.5	1.13	0	32.13	1.66	1.13	3.12	NA
00-Grn(Com)	vibracore	syringe	717.5	1.07	0	35.25	1.66	1.07	3.57	NA
00-Grn(Com)	vibracore	syringe	718.5	1.05	0	33.42	1.58	1.05	3.41	NA
00-Grn(Com)	vibracore	syringe	719.5	1.05	0	33.02	1.57	1.05	3.44	NA
00-Grn(Com)	vibracore	syringe	720.5	1.02	0	34.05	1.55	1.02	2.96	NA
00-Grn(Com)	vibracore	syringe	721.5	1.19	0	29.05	1.67	1.19	2.7	NA
00-Grn(Com)	vibracore	syringe	722.5	1.15	0	31.82	1.69	1.15	2.87	NA
00-Grn(Com)	vibracore	syringe	723.5	1.1	0	30.56	1.59	1.1	2.98	NA
00-Grn(Com)	vibracore	syringe	724.5	1.06	0	36.82	1.68	1.06	3.41	NA
00-Grn(Com)	vibracore	syringe	725.5	0.99	0	39.46	1.64	0.99	3.65	NA
00-Grn(Com)	vibracore	syringe	726.5	1.06	0	36.71	1.67	1.06	3.51	NA
00-Grn(Com)	vibracore	syringe	727.5	1.01	0	38.15	1.63	1.01	3.44	NA
00-Grn(Com)	vibracore	syringe	728.5	1.01	0	38.71	1.65	1.01	3.4	NA
00-Grn(Com)	vibracore	syringe	729.5	1.03	0	38.18	1.67	1.03	2.48	NA
00-Grn(Com)	vibracore	syringe	730.5	1.05	0	37.64	1.69	1.05	2.8	NA
00-Grn(Com)	vibracore	syringe	731.5	1.07	0	36.51	1.69	1.07	3.08	NA
00-Grn(Com)	vibracore	syringe	732.5	1	0	38.98	1.63	1	3.46	NA
00-Grn(Com)	vibracore	syringe	733.5	1	0	38.25	1.63	1	3.39	NA
00-Grn(Com)	vibracore	syringe	734.5	1	0	40.14	1.67	1	3.44	NA
00-Grn(Com)	vibracore	syringe	735.5	0.99	0	39.57	1.63	0.99	3.15	NA
